StudentID,CourseID
20190004,2
20190004,3
20190004,4
20190004,5
20190004,7
20190004,8
20190004,9
20190004,10
20190004,11
20190004,13
20190004,14
20190013,2
20190013,3
20190013,4
20190013,5
20190013,7
20190013,8
20190013,9
20190013,10
20190013,11
20190013,13
20190013,14
20190015,2
20190015,3
20190015,4
20190015,5
20190015,7
20190015,8
20190015,9
20190015,10
20190015,11
20190015,13
20190015,14
20190030,2
20190030,3
20190030,4
20190030,5
20190030,7
20190030,8
20190030,9
20190030,10
20190030,11
20190030,13
20190030,14
20190047,2
20190047,3
20190047,4
20190047,5
20190047,7
20190047,8
20190047,9
20190047,10
20190047,11
20190047,13
20190047,14
20190049,2
20190049,3
20190049,4
20190049,5
20190049,7
20190049,8
20190049,9
20190049,10
20190049,11
20190049,13
20190049,14
20190052,2
20190052,3
20190052,4
20190052,5
20190052,7
20190052,8
20190052,9
20190052,10
20190052,11
20190052,13
20190052,14
20190068,2
20190068,3
20190068,4
20190068,5
20190068,7
20190068,8
20190068,9
20190068,10
20190068,11
20190068,13
20190068,14
20190079,2
20190079,3
20190079,4
20190079,5
20190079,7
20190079,8
20190079,9
20190079,10
20190079,11
20190079,13
20190079,14
20190083,2
20190083,3
20190083,4
20190083,5
20190083,7
20190083,8
20190083,9
20190083,10
20190083,11
20190083,13
20190083,14
20190089,2
20190089,3
20190089,4
20190089,5
20190089,7
20190089,8
20190089,9
20190089,10
20190089,11
20190089,13
20190089,14
20190107,2
20190107,3
20190107,4
20190107,5
20190107,7
20190107,8
20190107,9
20190107,10
20190107,11
20190107,13
20190107,14
20190110,2
20190110,3
20190110,4
20190110,5
20190110,7
20190110,8
20190110,9
20190110,10
20190110,11
20190110,13
20190110,14
20190116,2
20190116,3
20190116,4
20190116,5
20190116,7
20190116,8
20190116,9
20190116,10
20190116,11
20190116,13
20190116,14
20190121,2
20190121,3
20190121,4
20190121,5
20190121,7
20190121,8
20190121,9
20190121,10
20190121,11
20190121,13
20190121,14
20190141,2
20190141,3
20190141,4
20190141,5
20190141,7
20190141,8
20190141,9
20190141,10
20190141,11
20190141,13
20190141,14
20190142,2
20190142,3
20190142,4
20190142,5
20190142,7
20190142,8
20190142,9
20190142,10
20190142,11
20190142,13
20190142,14
20190150,2
20190150,3
20190150,4
20190150,5
20190150,7
20190150,8
20190150,9
20190150,10
20190150,11
