StudentID,CourseID
20210001,1
20210001,2
20210001,3
20210001,4
20210001,5
20210001,6
20210001,7
20210001,9
20210001,10
20210001,11
20210001,12
20210001,13
20210002,1
20210002,2
20210002,3
20210002,4
20210002,5
20210002,6
20210002,7
20210002,9
20210002,10
20210002,11
20210002,12
20210002,13
20210003,1
20210003,2
20210003,3
20210003,4
20210003,5
20210003,6
20210003,7
20210003,9
20210003,10
20210003,11
20210003,12
20210003,13
20210004,1
20210004,2
20210004,3
20210004,4
20210004,5
20210004,6
20210004,7
20210004,9
20210004,10
20210004,11
20210004,12
20210004,13
20210005,1
20210005,2
20210005,3
20210005,4
20210005,5
20210005,6
20210005,7
20210005,9
20210005,10
20210005,11
20210005,12
20210005,13
20210006,1
20210006,2
20210006,3
20210006,4
20210006,5
20210006,6
20210006,7
20210006,9
20210006,10
20210006,11
20210006,12
20210006,13
20210007,1
20210007,2
20210007,3
20210007,4
20210007,5
20210007,6
20210007,7
20210007,9
20210007,10
20210007,11
20210007,12
20210007,13
20210008,1
20210008,2
20210008,3
20210008,4
20210008,5
20210008,6
20210008,7
20210008,9
20210008,10
20210008,11
20210008,12
20210008,13
20210009,1
20210009,2
20210009,3
20210009,4
20210009,5
20210009,6
20210009,7
20210009,9
20210009,10
20210009,11
20210009,12
20210009,13
20210010,1
20210010,2
20210010,3
20210010,4
20210010,5
20210010,6
20210010,7
20210010,9
20210010,10
20210010,11
20210010,12
20210010,13
20210011,1
20210011,2
20210011,3
20210011,4
20210011,5
20210011,6
20210011,7
20210011,9
20210011,10
20210011,11
20210011,12
20210011,13
20210012,1
20210012,2
20210012,3
20210012,4
20210012,5
20210012,6
20210012,7
20210012,9
20210012,10
20210012,11
20210012,12
20210012,13
20210013,1
20210013,2
20210013,3
20210013,4
20210013,5
20210013,6
20210013,7
20210013,9
20210013,10
20210013,11
20210013,12
20210013,13
20210014,1
20210014,2
20210014,3
20210014,4
20210014,5
20210014,6
20210014,7
20210014,9
20210014,10
20210014,11
20210014,12
20210014,13
20210015,1
20210015,2
20210015,3
20210015,4
20210015,5
20210015,6
20210015,7
20210015,9
20210015,10
20210015,11
20210015,12
20210015,13
20210016,1
20210016,2
20210016,3
20210016,4
20210016,5
20210016,6
20210016,7
20210016,9
20210016,10
20210016,11
20210016,12
20210016,13
20210017,1
20210017,2
20210017,3
20210017,4
20210017,5
20210017,6
20210017,7
20210017,9
20210017,10
20210017,11
20210017,12
20210017,13
20210018,1
20210018,2
20210018,3
20210018,4
20210018,5
20210018,6
20210018,7
20210018,9
20210018,10
20210018,11
20210018,12
20210018,13
20210019,1
20210019,2
20210019,3
20210019,4
20210019,5
20210019,6
20210019,7
20210019,9
20210019,10
20210019,11
20210019,12
20210019,13
20210020,1
20210020,2
20210020,3
20210020,4
20210020,5
20210020,6
20210020,7
20210020,9
20210020,10
20210020,11
20210020,12
20210020,13
20210021,1
20210021,2
20210021,3
20210021,4
20210021,5
20210021,6
20210021,7
20210021,9
20210021,10
20210021,11
20210021,12
20210021,13
20210022,1
20210022,2
20210022,3
20210022,4
20210022,5
20210022,6
20210022,7
20210022,9
20210022,10
20210022,11
20210022,12
20210022,13
20210023,1
20210023,2
20210023,3
20210023,4
20210023,5
20210023,6
20210023,7
20210023,9
20210023,10
20210023,11
20210023,12
20210023,13
20210024,1
20210024,2
20210024,3
20210024,4
20210024,5
20210024,6
20210024,7
20210024,9
20210024,10
20210024,11
20210024,12
20210024,13
20210025,1
20210025,2
20210025,3
20210025,4
20210025,5
20210025,6
20210025,7
20210025,9
20210025,10
20210025,11
20210025,12
20210025,13
20210026,1
20210026,2
20210026,3
20210026,4
20210026,5
20210026,6
20210026,7
20210026,9
20210026,10
20210026,11
20210026,12
20210026,13
20210027,1
20210027,2
20210027,3
20210027,4
20210027,5
20210027,6
20210027,7
20210027,9
20210027,10
20210027,11
20210027,12
20210027,13
20210028,1
20210028,2
20210028,3
20210028,4
20210028,5
20210028,6
20210028,7
20210028,9
20210028,10
20210028,11
20210028,12
20210028,13
20210029,1
20210029,2
20210029,3
20210029,4
20210029,5
20210029,6
20210029,7
20210029,9
20210029,10
20210029,11
20210029,12
20210029,13
20210030,1
20210030,2
20210030,3
20210030,4
20210030,5
20210030,6
20210030,7
20210030,9
20210030,10
20210030,11
20210030,12
20210030,13
20210031,1
20210031,2
20210031,3
20210031,4
20210031,5
20210031,6
20210031,7
20210031,9
20210031,10
20210031,11
20210031,12
20210031,13
20210032,1
20210032,2
20210032,3
20210032,4
20210032,5
20210032,6
20210032,7
20210032,9
20210032,10
20210032,11
20210032,12
20210032,13
20210033,1
20210033,2
20210033,3
20210033,4
20210033,5
20210033,6
20210033,7
20210033,9
20210033,10
20210033,11
20210033,12
20210033,13
20210034,1
20210034,2
20210034,3
20210034,4
20210034,5
20210034,6
20210034,7
20210034,9
20210034,10
20210034,11
20210034,12
20210034,13
20210035,1
20210035,2
20210035,3
20210035,4
20210035,5
20210035,6
20210035,7
20210035,9
20210035,10
20210035,11
20210035,12
20210035,13
20210036,1
20210036,2
20210036,3
20210036,4
20210036,5
20210036,6
20210036,7
20210036,9
20210036,10
20210036,11
20210036,12
20210036,13
20210037,1
20210037,2
20210037,3
20210037,4
20210037,5
20210037,6
20210037,7
20210037,9
20210037,10
20210037,11
20210037,12
20210037,13
20210038,1
20210038,2
20210038,3
20210038,4
20210038,5
20210038,6
20210038,7
20210038,9
20210038,10
20210038,11
20210038,12
20210038,13
20210039,1
20210039,2
20210039,3
20210039,4
20210039,5
20210039,6
20210039,7
20210039,9
20210039,10
20210039,11
20210039,12
20210039,13
20210040,1
20210040,2
20210040,3
20210040,4
20210040,5
20210040,6
20210040,7
20210040,9
20210040,10
20210040,11
20210040,12
20210040,13
20210041,1
20210041,2
20210041,3
20210041,4
20210041,5
20210041,6
20210041,7
20210041,9
20210041,10
20210041,11
20210041,12
20210041,13
20210042,1
20210042,2
20210042,3
20210042,4
20210042,5
20210042,6
20210042,7
20210042,9
20210042,10
20210042,11
20210042,12
20210042,13
20210043,1
20210043,2
20210043,3
20210043,4
20210043,5
20210043,6
20210043,7
20210043,9
20210043,10
20210043,11
20210043,12
20210043,13
20210044,1
20210044,2
20210044,3
20210044,4
20210044,5
20210044,6
20210044,7
20210044,9
20210044,10
20210044,11
20210044,12
20210044,13
20210045,1
20210045,2
20210045,3
20210045,4
20210045,5
20210045,6
20210045,7
20210045,9
20210045,10
20210045,11
20210045,12
20210045,13
20210046,1
20210046,2
20210046,3
20210046,4
20210046,5
20210046,6
20210046,7
20210046,9
20210046,10
20210046,11
20210046,12
20210046,13
20210047,1
20210047,2
20210047,3
20210047,4
20210047,5
20210047,6
20210047,7
20210047,9
20210047,10
20210047,11
20210047,12
20210047,13
20210048,1
20210048,2
20210048,3
20210048,4
20210048,5
20210048,6
20210048,7
20210048,9
20210048,10
20210048,11
20210048,12
20210048,13
20210049,1
20210049,2
20210049,3
20210049,4
20210049,5
20210049,6
20210049,7
20210049,9
20210049,10
20210049,11
20210049,12
20210049,13
20210050,1
20210050,2
20210050,3
20210050,4
20210050,5
20210050,6
20210050,7
20210050,9
20210050,10
20210050,11
20210050,12
20210050,13
20210051,1
20210051,2
20210051,3
20210051,4
20210051,5
20210051,6
20210051,7
20210051,9
20210051,10
20210051,11
20210051,12
20210051,13
20210052,1
20210052,2
20210052,3
20210052,4
20210052,5
20210052,6
20210052,7
20210052,9
20210052,10
20210052,11
20210052,12
20210052,13
20210053,1
20210053,2
20210053,3
20210053,4
20210053,5
20210053,6
20210053,7
20210053,9
20210053,10
20210053,11
20210053,12
20210053,13
20210054,1
20210054,2
20210054,3
20210054,4
20210054,5
20210054,6
20210054,7
20210054,9
20210054,10
20210054,11
20210054,12
20210054,13
20210055,1
20210055,2
20210055,3
20210055,4
20210055,5
20210055,6
20210055,7
20210055,9
20210055,10
20210055,11
20210055,12
20210055,13
20210056,1
20210056,2
20210056,3
20210056,4
20210056,5
20210056,6
20210056,7
20210056,9
20210056,10
20210056,11
20210056,12
20210056,13
20210057,1
20210057,2
20210057,3
20210057,4
20210057,5
20210057,6
20210057,7
20210057,9
20210057,10
20210057,11
20210057,12
20210057,13
20210058,1
20210058,2
20210058,3
20210058,4
20210058,5
20210058,6
20210058,7
20210058,9
20210058,10
20210058,11
20210058,12
20210058,13
20210059,1
20210059,2
20210059,3
20210059,4
20210059,5
20210059,6
20210059,7
20210059,9
20210059,10
20210059,11
20210059,12
20210059,13
20210060,1
20210060,2
20210060,3
20210060,4
20210060,5
20210060,6
20210060,7
20210060,9
20210060,10
20210060,11
20210060,12
20210060,13
20210061,1
20210061,2
20210061,3
20210061,4
20210061,5
20210061,6
20210061,7
20210061,9
20210061,10
20210061,11
20210061,12
20210061,13
20210062,1
20210062,2
20210062,3
20210062,4
20210062,5
20210062,6
20210062,7
20210062,9
20210062,10
20210062,11
20210062,12
20210062,13
20210063,1
20210063,2
